# SAVED: date 08/19/2014 time 14:16:51
*VERSION*1.100000
*ORIENTATION*1
*CHANNELS*01100000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
22293.000000,172.000000,5.414000,15.000000,-,7986.930847,34087.509155,-,-,-,-,-,
22464.000000,171.000000,5.072000,15.000000,-,9060.457230,34072.471619,-,-,-,-,-,
22636.000000,172.000000,4.728000,15.000000,-,10235.141754,34068.580627,-,-,-,-,-,
22807.000000,171.000000,4.386000,15.000000,-,11360.292435,34095.008850,-,-,-,-,-,
22979.000000,172.000000,4.042000,15.000000,-,12523.414612,34082.473755,-,-,-,-,-,
23166.000000,187.000000,3.668000,15.000000,-,13704.095840,34089.851379,-,-,-,-,-,
23338.000000,172.000000,3.324000,15.000000,-,14859.529495,34126.358032,-,-,-,-,-,
23509.000000,171.000000,2.982000,15.000000,-,15842.073441,34098.617554,-,-,-,-,-,
23681.000000,172.000000,2.638000,15.000000,-,16805.961609,34102.127075,-,-,-,-,-,
23853.000000,172.000000,2.294000,15.000000,-,17683.048248,34126.861572,-,-,-,-,-,
24024.000000,171.000000,1.952000,15.000000,-,18450.275421,34115.135193,-,-,-,-,-,
24196.000000,172.000000,1.608000,15.000000,-,19153.373718,34067.916870,-,-,-,-,-,
24367.000000,171.000000,1.266000,15.000000,-,19723.571777,34099.403381,-,-,-,-,-,
24539.000000,172.000000,0.922000,15.000000,-,20182.212830,34077.575684,-,-,-,-,-,
24711.000000,172.000000,0.578000,15.000000,-,20562.797546,34099.189758,-,-,-,-,-,
24882.000000,171.000000,0.236000,15.000000,-,20847.908020,34089.118958,-,-,-,-,-,
25054.000000,172.000000,-0.108000,15.000000,-,21051.528931,34098.236084,-,-,-,-,-,
25225.000000,171.000000,-0.450000,15.000000,-,21156.093597,34084.007263,-,-,-,-,-,
25397.000000,172.000000,-0.794000,15.000000,-,21194.076538,34087.493896,-,-,-,-,-,
25569.000000,172.000000,-1.138000,15.000000,-,21133.506775,34113.883972,-,-,-,-,-,
25740.000000,171.000000,-1.480000,15.000000,-,20986.370087,34123.054504,-,-,-,-,-,
25927.000000,187.000000,-1.854000,15.000000,-,20741.283417,34121.009827,-,-,-,-,-,
26099.000000,172.000000,-2.198000,15.000000,-,20440.196991,34087.249756,-,-,-,-,-,
26271.000000,172.000000,-2.542000,15.000000,-,20025.421143,34093.780518,-,-,-,-,-,
26442.000000,171.000000,-2.884000,15.000000,-,19505.332947,34092.559814,-,-,-,-,-,
26614.000000,172.000000,-3.228000,15.000000,-,18912.742615,34097.579956,-,-,-,-,-,
26785.000000,171.000000,-3.570000,15.000000,-,18259.311676,34113.365173,-,-,-,-,-,
26957.000000,172.000000,-3.914000,15.000000,-,17470.169067,34131.980896,-,-,-,-,-,
27129.000000,172.000000,-4.258000,15.000000,-,16541.633606,34097.557068,-,-,-,-,-,
27300.000000,171.000000,-4.600000,15.000000,-,15605.834961,34108.779907,-,-,-,-,-,
27472.000000,172.000000,-4.944000,15.000000,-,14578.210831,34096.481323,-,-,-,-,-,
27643.000000,171.000000,-5.286000,15.000000,-,13516.626358,34077.392578,-,-,-,-,-,
27815.000000,172.000000,-5.630000,15.000000,-,12400.949478,34102.943420,-,-,-,-,-,
27987.000000,172.000000,-5.974000,15.000000,-,11217.456818,34111.709595,-,-,-,-,-,
28158.000000,171.000000,-6.316000,15.000000,-,10077.363968,34095.367432,-,-,-,-,-,
28330.000000,172.000000,-6.660000,15.000000,-,9000.234604,34093.574524,-,-,-,-,-,
28501.000000,171.000000,-7.002000,15.000000,-,7953.313828,34113.349915,-,-,-,-,-,
28673.000000,172.000000,-7.346000,15.000000,-,6927.196503,34111.259460,-,-,-,-,-,
28845.000000,172.000000,-7.690000,15.000000,-,5968.883514,34107.192993,-,-,-,-,-,
29016.000000,171.000000,-8.032000,15.000000,-,5065.663338,34144.493103,-,-,-,-,-,
29172.000000,156.000000,-8.344000,15.000000,-,4342.679024,34075.866699,-,-,-,-,-,
29344.000000,172.000000,-8.688000,15.000000,-,3705.670834,34117.584229,-,-,-,-,-,
29515.000000,171.000000,-9.030000,15.000000,-,3086.410046,34085.891724,-,-,-,-,-,
29687.000000,172.000000,-9.374000,15.000000,-,2589.873314,34061.721802,-,-,-,-,-,
29859.000000,172.000000,-9.718000,15.000000,-,2177.565575,34100.463867,-,-,-,-,-,
30030.000000,171.000000,-10.060000,15.000000,-,1838.698387,34097.877502,-,-,-,-,-,
30202.000000,172.000000,-10.404000,15.000000,-,1555.648565,34097.755432,-,-,-,-,-,
30373.000000,171.000000,-10.746000,15.000000,-,1315.568924,34106.025696,-,-,-,-,-,
30545.000000,172.000000,-11.090000,15.000000,-,1140.306950,34104.011536,-,-,-,-,-,
30717.000000,172.000000,-11.434000,15.000000,-,986.078382,34090.957642,-,-,-,-,-,
30888.000000,171.000000,-11.776000,15.000000,-,863.851666,34101.593018,-,-,-,-,-,
31060.000000,172.000000,-12.120000,15.000000,-,765.584111,34120.361328,-,-,-,-,-,
31231.000000,171.000000,-12.462000,15.000000,-,677.800655,34073.623657,-,-,-,-,-,
31403.000000,172.000000,-12.806000,15.000000,-,607.771158,34063.102722,-,-,-,-,-,
31559.000000,156.000000,-13.118000,15.000000,-,551.289201,34060.775757,-,-,-,-,-,
31731.000000,172.000000,-13.462000,15.000000,-,503.932893,34037.452698,-,-,-,-,-,
31902.000000,171.000000,-13.804000,15.000000,-,463.254511,34080.741882,-,-,-,-,-,
32074.000000,172.000000,-14.148000,15.000000,-,424.018085,34090.148926,-,-,-,-,-,
32245.000000,171.000000,-14.490000,15.000000,-,392.171860,34073.776245,-,-,-,-,-,
32417.000000,172.000000,-14.834000,15.000000,-,365.005016,34084.968567,-,-,-,-,-,
32589.000000,172.000000,-15.178000,15.000000,-,343.217671,34083.915710,-,-,-,-,-,
32760.000000,171.000000,-15.520000,15.000000,-,323.949635,34090.454102,-,-,-,-,-,
32932.000000,172.000000,-15.864000,15.000000,-,304.633558,34094.650269,-,-,-,-,-,
33103.000000,171.000000,-16.206000,15.000000,-,288.261712,34115.020752,-,-,-,-,-,
33275.000000,172.000000,-16.550000,15.000000,-,275.372386,34106.887817,-,-,-,-,-,
