# Saved: 07-Mar-2013 10:33:50
*VERSION*1.100000
*ORIENTATION*1
*CHANNELS*11000000
*PDD*0

*abs time, delta time, iec x/y, iec z, tt1, tt2, tt3, tt4, tt5, tt6, tt7, tt8
0,0,-63.6,15,0.0019838,1,-,-,-,-,-,-,
0,0,-63.5,15,0.0019798,1,-,-,-,-,-,-,
0,0,-63.4,15,0.0019797,1,-,-,-,-,-,-,
0,0,-63.3,15,0.0019834,1,-,-,-,-,-,-,
0,0,-63.2,15,0.0019903,1,-,-,-,-,-,-,
0,0,-63.1,15,0.0019993,1,-,-,-,-,-,-,
0,0,-63,15,0.0020078,1,-,-,-,-,-,-,
0,0,-62.9,15,0.0020156,1,-,-,-,-,-,-,
0,0,-62.8,15,0.0020223,1,-,-,-,-,-,-,
0,0,-62.7,15,0.0020297,1,-,-,-,-,-,-,
0,0,-62.6,15,0.0020357,1,-,-,-,-,-,-,
0,0,-62.5,15,0.0020434,1,-,-,-,-,-,-,
0,0,-62.4,15,0.0020496,1,-,-,-,-,-,-,
0,0,-62.3,15,0.0020544,1,-,-,-,-,-,-,
0,0,-62.2,15,0.0020585,1,-,-,-,-,-,-,
0,0,-62.1,15,0.0020636,1,-,-,-,-,-,-,
0,0,-62,15,0.00207,1,-,-,-,-,-,-,
0,0,-61.9,15,0.0020748,1,-,-,-,-,-,-,
0,0,-61.8,15,0.0020801,1,-,-,-,-,-,-,
0,0,-61.7,15,0.0020857,1,-,-,-,-,-,-,
0,0,-61.6,15,0.0020921,1,-,-,-,-,-,-,
0,0,-61.5,15,0.0020971,1,-,-,-,-,-,-,
0,0,-61.4,15,0.0021021,1,-,-,-,-,-,-,
0,0,-61.3,15,0.0021085,1,-,-,-,-,-,-,
0,0,-61.2,15,0.0021156,1,-,-,-,-,-,-,
0,0,-61.1,15,0.0021238,1,-,-,-,-,-,-,
0,0,-61,15,0.0021306,1,-,-,-,-,-,-,
0,0,-60.9,15,0.0021332,1,-,-,-,-,-,-,
0,0,-60.8,15,0.0021381,1,-,-,-,-,-,-,
0,0,-60.7,15,0.0021451,1,-,-,-,-,-,-,
0,0,-60.6,15,0.0021542,1,-,-,-,-,-,-,
0,0,-60.5,15,0.0021637,1,-,-,-,-,-,-,
0,0,-60.4,15,0.0021717,1,-,-,-,-,-,-,
0,0,-60.3,15,0.0021789,1,-,-,-,-,-,-,
0,0,-60.2,15,0.0021799,1,-,-,-,-,-,-,
0,0,-60.1,15,0.0021776,1,-,-,-,-,-,-,
0,0,-60,15,0.0021743,1,-,-,-,-,-,-,
0,0,-59.9,15,0.0021747,1,-,-,-,-,-,-,
0,0,-59.8,15,0.002179,1,-,-,-,-,-,-,
0,0,-59.7,15,0.0021882,1,-,-,-,-,-,-,
0,0,-59.6,15,0.0021957,1,-,-,-,-,-,-,
0,0,-59.5,15,0.0022021,1,-,-,-,-,-,-,
0,0,-59.4,15,0.002208,1,-,-,-,-,-,-,
0,0,-59.3,15,0.0022093,1,-,-,-,-,-,-,
0,0,-59.2,15,0.0022094,1,-,-,-,-,-,-,
0,0,-59.1,15,0.0022048,1,-,-,-,-,-,-,
0,0,-59,15,0.0022013,1,-,-,-,-,-,-,
0,0,-58.9,15,0.0021989,1,-,-,-,-,-,-,
